ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,RiskScore,LoanApproved
463,42,84242,603,0,3,18,24333,84,2,2,3,242,0.3879292867537005,4,0,0.1809887947349224,0,2,0,18,8,6648,877,12001,93983,7020.166666666667,0.9032432107979892,6,4740,0.247833,0.2694611655674389,646.5047460106134,0.1265646227787488,47.0,0
464,38,80819,551,0,3,19,21992,108,1,2,0,334,0.2736648472592098,1,2,0.3722351136071326,0,3,0,19,9,17139,764,203305,18480,6734.916666666667,0.8119289845790976,2,184825,0.291492,0.2929007606410592,579.6510886029137,0.1356588557546488,50.0,0
465,37,15781,596,1,0,16,14557,36,3,0,3,433,0.1457832906720766,3,2,0.2210545349653253,0,1,0,34,26,1415,4928,120156,37927,1315.0833333333333,0.7660384777491541,4,82229,0.201557,0.1977087249893237,539.2923015811887,0.7393389277596011,54.0,0
466,47,42829,631,0,3,24,23539,48,1,2,2,240,0.2072943816082377,4,1,0.598620980788862,0,3,0,16,20,2191,122,300830,12900,3569.083333333333,0.6607044454205051,5,287930,0.203039,0.2368788541632335,763.3586560561963,0.2811250291315313,50.0,0
467,49,38114,627,0,4,27,33773,36,1,0,2,1427,0.3497064472571531,5,0,0.5372822267206319,0,0,0,26,15,1235,1895,21304,34214,3176.1666666666665,0.9427116026766884,7,1759,0.205273,0.2005539534645748,1256.0791607347974,0.8447538943384995,56.0,0
468,33,64403,639,0,4,9,23505,36,2,0,3,212,0.1930182112576028,4,0,0.2035276252916037,0,0,0,26,25,1759,771,93661,7187,5366.916666666667,0.8280271382652139,5,86474,0.189005,0.198807090581844,872.1020035608681,0.2019971747081722,36.8,1
469,33,37192,618,0,1,11,78659,96,1,0,0,688,0.1693790140043759,3,0,0.257537316978459,0,3,0,23,2,8580,213,34591,4410,3099.333333333333,0.6972432177415442,3,30181,0.304659,0.2986054063483754,2161.503737543511,0.919392472857661,53.0,0
470,36,58640,601,0,3,11,12911,48,2,1,3,562,0.2027975753012271,6,0,0.5818285799646494,1,0,0,29,19,1645,4010,26959,54570,4886.666666666667,0.9520520808443604,5,6297,0.207411,0.2176610466820044,405.1372952417302,0.1979134983441467,67.0,0
471,18,33339,578,0,0,0,12762,72,2,3,0,553,0.4999854250589177,6,2,0.2354328783969789,0,0,1,25,26,117,627,37234,12149,2778.25,0.8257319746146742,6,25085,0.238762,0.226247076626302,325.40892910100484,0.3161734649873138,60.0,0
472,21,147047,580,1,2,0,13389,72,1,1,0,343,0.4792518093509831,3,0,0.6904302358609016,0,4,0,28,1,2865,1707,174940,46257,12253.916666666666,0.884082520883169,3,128683,0.238389,0.2486509029906582,359.55427205069765,0.0573330381756062,48.0,1
473,56,136707,644,0,3,36,23045,48,1,1,2,1158,0.2817973056043263,1,2,0.2569667075309116,0,0,0,26,22,1720,1511,58845,261099,11392.25,0.9708071241966096,6,9035,0.196045,0.2016188931739191,703.256954219262,0.1633792230875605,37.6,1
474,59,21692,544,0,1,35,38885,24,1,0,2,336,0.126979218738653,3,0,0.1659123688724118,0,3,0,27,15,7943,3620,54886,10609,1807.6666666666667,0.9355786742797711,8,44277,0.241885,0.2825704452348105,2139.435799560715,1.3694094410256583,51.0,0
475,37,54553,605,0,0,14,31023,12,2,2,1,333,0.0763398084748034,3,1,0.4055930444852805,1,3,0,27,9,6004,2042,55812,5230,4546.083333333333,0.8812131279825202,5,50582,0.193523,0.1611467023346892,2816.427118962862,0.6927781318635886,63.0,0
476,46,55997,527,0,2,22,9698,36,1,1,0,720,0.2105171436281317,1,1,0.2852087296023957,0,1,0,29,9,1701,1489,21077,37865,4666.416666666667,0.6792450754223338,9,10236,0.231198,0.2528536096236378,387.0559591668779,0.2372389861957343,42.400000000000006,1
477,43,52731,599,0,3,19,11577,36,1,2,2,520,0.3199375859216435,3,1,0.2573424131781143,0,2,0,28,1,1291,2015,259710,16775,4394.25,0.9797773752374068,11,242935,0.197077,0.1914074898553908,425.19104077189,0.2150972386122523,41.6,1
478,76,91120,686,0,3,58,32018,36,0,2,3,428,0.1040948349893611,3,0,0.1888247907885693,0,3,0,25,12,3661,2003,168717,58023,7593.333333333333,0.5724277469415348,8,110694,0.174018,0.1540308215425253,1116.244968182935,0.2033685208318176,30.4,1
479,53,32322,683,2,1,33,17681,36,1,2,2,969,0.1374856421603381,7,1,0.4286344291533788,0,3,1,28,17,2823,231,87614,6356,2693.5,0.8445974420512865,2,81258,0.161181,0.159889453417368,621.5150076716102,0.5905012094566958,57.0,0
480,38,23183,600,0,0,18,20886,12,3,3,2,523,0.2139423222711999,2,2,0.0108304404045652,0,1,0,21,5,1467,503,55953,89600,1931.9166666666667,0.7358280624781434,7,5366,0.185886,0.1570242688810778,1892.0648279823968,1.2500874751235287,51.0,0
481,28,35295,626,2,1,7,30630,60,0,0,0,557,0.3499355720269866,2,1,0.1977954464209419,0,1,0,22,27,5142,942,61420,47345,2941.25,0.7678051085971145,8,14075,0.22263,0.263240838532213,922.9624956181945,0.5031746691434574,51.0,0
482,20,28624,591,0,3,0,22349,36,0,1,3,535,0.1905264871895791,3,1,0.2757116371689568,0,2,0,34,14,6059,1018,75653,89933,2385.333333333333,0.7842903730096057,9,4714,0.211849,0.2306130121242448,865.8377882805867,0.587271291900749,53.0,0
483,42,41957,633,0,1,18,10884,60,2,2,0,825,0.3143797719778506,1,0,0.3876326800083692,0,4,0,18,14,1303,1459,23190,13044,3496.4166666666665,0.8433592834168833,4,10146,0.199384,0.1920530422329605,283.567907724417,0.3170582952235146,52.0,0
484,30,63120,485,0,0,5,13756,36,1,1,2,246,0.2361477282546077,4,0,0.1989290405000451,0,3,0,19,18,9151,2855,12006,49119,5260.0,0.8803531729897489,4,1154,0.256256,0.2719666688476209,563.0440493193206,0.1538106557641294,50.0,0
485,22,53408,611,0,1,0,24367,36,2,1,3,642,0.3856044229418661,2,0,0.2205294402420533,0,1,0,26,25,758,275,130580,1182,4450.666666666667,0.6053945587557137,6,129398,0.203867,0.2064774161696347,913.6271825270744,0.3495267785785817,45.0,0
486,32,28323,614,0,4,10,31063,108,2,4,2,262,0.3128855185561758,6,0,0.1417452730233073,0,3,1,23,28,673,665,26021,47600,2360.25,0.8980248467603749,4,9714,0.269063,0.2579786583832811,742.4443941028983,0.4255669501548134,55.0,0
487,27,45153,589,0,2,6,25432,60,2,0,3,262,0.2863508733752968,2,2,0.10586100435704,0,1,0,30,26,519,1044,53932,13566,3762.75,0.921436684657232,4,40366,0.235932,0.240358459471025,732.1561501409618,0.2642099927289779,51.0,0
488,60,15000,608,0,1,37,60859,48,0,0,3,800,0.5589525058351116,5,1,0.1684671937671381,0,0,1,15,7,4002,653,11220,29093,1250.0,0.7446131704504911,5,4745,0.251859,0.3022307999999999,2199.1920597741773,2.399353647819342,57.0,0
489,50,181497,569,0,1,27,19932,12,2,2,0,138,0.3058951309224526,1,0,0.2479846781364149,0,2,0,20,23,6788,1254,35406,49062,15124.75,0.929604722387766,5,1273,0.200432,0.2269366466854285,1872.183734498033,0.1329069065272506,40.0,1
490,39,56490,609,0,1,15,13277,60,1,0,3,117,0.355628893916585,4,1,0.0269395995320965,0,3,0,27,25,2078,1720,30063,7859,4707.5,0.8266220984034306,2,22204,0.213777,0.2145206560850154,362.5720082437496,0.1018740325531066,37.6,1
491,57,83062,588,1,3,33,22266,36,1,5,2,319,0.4182017351572963,6,1,0.086049533495112,0,3,0,18,6,1354,4368,218663,10635,6921.833333333333,0.9554968655968168,7,208028,0.213266,0.1859290148166333,811.6072531852761,0.163339277145064,40.8,1
492,40,68350,629,0,1,22,10478,36,1,0,0,343,0.4053674049758666,3,3,0.252549266365858,0,2,0,15,18,5274,266,49376,22825,5695.833333333333,0.8733410435257036,2,26551,0.180978,0.1804766410406163,379.0553833749358,0.1267690504827978,40.0,1
493,29,37098,569,0,3,7,18782,72,1,2,0,402,0.0627916822319966,3,0,0.0981207741636916,0,1,0,26,26,893,13255,53168,41600,3091.5,0.6729224968564387,7,11568,0.249282,0.2161734408036615,467.6623160724301,0.2813075581667249,50.0,0
494,58,15000,638,0,3,33,18820,36,1,2,2,773,0.2365477662456012,3,2,0.235348068579584,0,1,0,18,4,1661,1632,55061,9082,1250.0,0.8584063089874674,5,45979,0.18482,0.2044088053208998,703.653537770545,1.181322830216436,54.0,0
495,46,48160,573,0,1,24,55091,36,2,2,0,515,0.1869063469096461,5,2,0.4831161285570056,0,0,0,20,14,6088,3811,183656,134326,4013.3333333333335,0.830746646586399,6,49330,0.253591,0.3043092,2351.721530832338,0.7142993847588882,56.0,0
496,27,62186,563,0,1,2,16051,60,1,2,1,284,0.3531916339594859,6,0,0.4755927514139964,0,3,0,24,26,22487,1742,65028,47308,5182.166666666667,0.8227459508039783,4,17720,0.239551,0.1971148734847315,422.6807227151573,0.1363678106419754,44.8,1
497,37,52719,614,0,0,15,12142,60,1,0,3,798,0.3481967212866844,4,0,0.1916302908215952,0,3,0,18,6,5361,157,121275,6166,4393.25,0.8145596299918678,3,115109,0.210142,0.1818547382983976,309.5534011700304,0.2521034316667684,45.0,0
498,29,82968,613,0,1,6,41213,24,2,1,0,608,0.2402840586848992,4,1,0.366369872746713,0,0,0,23,12,1443,4247,398231,21838,6914.0,0.5773103625249131,5,376393,0.2097129999999999,0.2074471757211471,2112.5927459995287,0.3934904174138746,35.2,1
499,23,59756,574,0,4,3,56189,120,1,0,0,436,0.2794611556523381,2,0,0.2810431165231989,0,3,0,26,4,1917,7021,25082,3162,4979.666666666667,0.9371264742689835,8,21920,0.324189,0.3598810234169809,1735.1594452664967,0.4360049759555184,55.0,0
500,51,184200,606,0,1,31,26944,60,2,2,3,344,0.3233061968201859,5,0,0.0911558043054236,0,1,0,27,21,3785,18925,22710,8913,15350.0,0.916888494913998,8,13797,0.2289439999999999,0.1997224488538134,713.4351603389002,0.0688882840611661,36.0,1
501,62,34147,561,0,1,38,28233,24,2,0,3,291,0.2384551310140756,4,1,0.4106286281956934,0,1,0,30,1,929,2791,94893,6588,2845.583333333333,0.8570581457533769,2,88305,0.222733,0.2365574150707505,1487.8630333957983,0.625131238490924,59.0,0
502,23,52656,582,0,3,0,12369,48,1,1,0,362,0.420974273681754,2,1,0.175691947313273,0,4,0,26,5,9540,948,10488,37160,4388.0,0.7950490328556782,4,2154,0.216369,0.2429726455580893,405.2874963237088,0.1748604139297422,53.0,0
503,46,29822,609,0,2,23,20290,72,3,5,1,502,0.064469431152272,4,1,0.4290205276475238,0,3,0,17,10,8987,123,534447,39157,2485.1666666666665,0.6307603984617912,10,495290,0.23079,0.2359030231680758,529.1364139084045,0.4149164028871589,48.0,0
504,32,73090,532,1,3,12,10206,24,2,0,0,556,0.2427131510839635,4,0,0.30862005087373,0,2,0,30,6,2334,2608,47421,4639,6090.833333333333,0.825561533933176,7,42782,0.2192059999999999,0.1938294114386974,516.3711969653602,0.1760631326253157,47.2,1
505,34,28500,591,0,4,11,38093,12,2,4,3,321,0.0264063968734989,5,1,0.642748087301419,0,2,0,25,8,1111,4652,41809,5950,2375.0,0.7703111130639557,4,35859,0.207593,0.2136156199520292,3553.596481289253,1.6314090447533696,60.0,0
506,32,19063,526,1,4,7,21023,36,1,1,0,581,0.198692276008083,4,0,0.1057586449982261,0,1,0,32,27,2824,720,159461,51159,1588.5833333333333,0.813251473611134,4,108302,0.243023,0.250195788178473,836.0885283180779,0.8920454461426289,50.0,0
507,29,19018,563,0,1,3,61468,84,3,2,2,410,0.3534816953450708,2,2,0.7324116292534866,0,0,0,26,2,960,1328,7022,33347,1584.8333333333333,0.8612671388614285,7,3326,0.304968,0.2972121373438459,1746.0445157596346,1.3604235034764758,64.0,0
508,40,72965,595,0,4,18,72007,48,1,3,2,565,0.0900775967754083,5,0,0.0540486679596245,0,1,0,22,5,209,1221,23432,15591,3276.1666666666665,0.7690236018442742,5,7841,0.269507,0.281385457290989,2515.310237998127,0.9402178067858148,51.0,0
509,30,125689,634,0,0,11,21937,60,1,3,3,480,0.1575107403952644,2,1,0.2465175525324719,1,1,0,22,2,11657,1393,135283,41735,10474.083333333334,0.853472094498045,10,93548,0.209937,0.2244718934408265,611.4668678828808,0.1042064334555495,60.0,0
510,43,84512,535,0,4,19,35305,12,2,0,3,706,0.3112213362650878,4,1,0.4061579604304749,0,3,0,23,27,450,4370,228205,6394,7042.666666666667,0.7752483028727222,4,221811,0.232805,0.2203461405547585,3304.937742225568,0.5695197475708398,40.8,1
511,39,64438,528,1,1,17,69872,24,1,2,3,628,0.1193816305514084,2,1,0.2777125945916506,0,0,0,21,18,641,5511,22340,93239,5369.833333333333,0.7826499730769524,5,5241,0.280872,0.2598184186471241,3763.6838742056457,0.8178436092130071,54.0,0
512,37,45729,585,0,0,13,24907,60,1,4,2,1471,0.3778083451742117,3,0,0.2784676262399975,0,2,0,28,2,1784,6163,40771,65675,3810.75,0.8766393899963846,8,6976,0.2374069999999999,0.2071192403230654,669.7881375564947,0.561776064437839,57.0,0
513,29,19553,559,0,3,6,22294,36,2,1,0,351,0.4949745571510363,2,0,0.1994407970301627,0,1,0,30,1,770,903,19511,49921,1629.4166666666667,0.8119419137448677,6,7844,0.227794,0.2170968670070238,848.0733237866242,0.7358911617367918,57.0,0
514,33,28539,572,0,1,12,26197,48,2,4,3,214,0.3087741362588635,3,1,0.217689753998777,0,0,0,18,20,2056,633,191452,40381,2378.25,0.870449098179491,4,151071,0.235197,0.2411474273118739,855.732911826951,0.449798344087859,50.0,0
515,49,47130,630,0,4,26,26376,60,2,0,3,778,0.141497628085897,6,1,0.2523693190119153,0,0,0,29,18,3499,514,24128,6835,3927.5,0.8866495254443433,4,17293,0.216376,0.1919413326920836,687.0285364829763,0.3730180869466521,49.0,0
516,46,35985,558,1,4,21,20048,96,1,2,0,230,0.2340832165366586,2,4,0.0292530881135653,0,1,0,24,8,3134,4157,33938,80978,2998.75,0.6593891286184653,2,2962,0.276048,0.2576611439666251,494.8438260666797,0.2417153234069794,55.0,0
517,28,30967,516,0,4,6,45849,36,2,2,3,270,0.4315259005342352,4,0,0.6007495748202167,0,0,0,24,22,3825,8795,61026,4630,2580.583333333333,0.6645325072952404,10,56396,0.272849,0.3274188,2015.8530619159264,0.8857892835273393,58.0,0
518,41,24251,549,0,3,21,19614,12,2,0,0,370,0.1602987115890304,4,3,0.4740990225445839,0,3,0,22,4,16295,1035,42199,257118,2020.9166666666667,0.8010812472867317,3,8005,0.210114,0.186624174028717,1804.400543520162,1.0759476525603868,60.0,0
519,49,51792,444,0,0,30,10102,72,1,0,0,429,0.0676765234491481,7,1,0.2102596395259448,0,1,0,21,14,882,1142,32400,7823,4316.0,0.589677551135081,2,24577,0.303102,0.2557850029048215,275.71633213535404,0.1632799657403508,40.8,1
520,19,29548,510,0,1,0,20836,24,1,2,3,230,0.271003905727516,2,0,0.0606679258029622,0,2,0,16,29,1711,1895,203981,8464,2462.333333333333,0.7466965598779257,4,195517,0.240836,0.2588768249268744,1121.3505038048054,0.5488089226227719,48.0,0
521,46,127245,586,0,1,24,13962,24,1,0,0,522,0.32351709969201,2,1,0.1048314313818147,0,1,0,15,23,20231,711,58314,20610,10603.75,0.9624911235793052,9,37704,0.195962,0.1947332224248606,707.0200499304035,0.1159042838552779,38.400000000000006,1
522,32,84197,590,0,0,8,11266,24,2,2,2,628,0.5162208092153592,4,0,0.0975577525119543,0,2,0,18,12,538,383,113077,17564,7016.416666666667,0.9416291413152752,4,95513,0.191266,0.186484944773041,565.9813386105697,0.1701696742559335,38.400000000000006,1
523,46,79036,609,0,1,26,21585,108,1,3,3,442,0.3164039798807545,5,0,0.0899580792155951,0,1,1,18,29,3140,1542,102330,53893,6586.333333333333,0.9439944946617196,3,48437,0.262085,0.2339755755166072,480.5713052514646,0.1400735824563183,53.0,0
524,30,56699,524,0,1,4,19173,36,1,1,3,370,0.3889695953633552,4,2,0.2331662498440381,0,3,0,24,3,6949,2930,68027,17358,4724.916666666667,0.6953456068860321,8,50669,0.242173,0.2081097842319971,720.4846464674126,0.2307944718180029,53.0,0
525,18,15844,558,0,1,0,12215,48,1,0,1,366,0.3678164618180871,3,0,0.2752122411888277,0,0,0,34,15,1021,1293,87797,9416,1320.3333333333333,0.9608050312114144,6,78381,0.228215,0.2560239697357736,409.1291585270602,0.5870708092858321,52.0,0
526,20,183937,527,0,1,0,12758,24,0,1,0,352,0.3021845323372308,3,2,0.3673667124342163,0,1,0,22,23,796,954,126447,83976,15328.083333333334,0.8371576920897497,3,42471,0.2242579999999999,0.2187295442323993,661.0613484311374,0.0660918476498673,41.6,1
527,40,42120,547,0,1,14,16251,72,2,4,0,360,0.4360292718633802,1,0,0.2819438861113845,0,1,0,24,26,2718,3163,235648,7572,3510.0,0.9793907072875256,12,228076,0.257751,0.2475391985461935,435.3053751639355,0.2265827279669331,40.0,1
528,43,78910,580,2,3,20,8723,48,2,0,3,241,0.2895714242477795,4,1,0.294661591398324,0,0,0,17,4,2095,120,392577,69909,6575.833333333333,0.8454181988927792,6,322668,0.213723,0.2452366211277802,286.91699673702715,0.0802813833588179,52.0,0
529,29,95344,527,0,4,10,28097,84,1,3,3,378,0.1028818206622251,6,0,0.5913436314158297,0,0,0,23,14,1494,505,45262,33833,7945.333333333333,0.9275018328399004,4,11429,0.289597,0.3055478759447551,813.8858033357851,0.1500107992115856,56.0,0
530,47,26417,632,2,3,25,32006,60,0,0,0,305,0.1674652357710601,1,2,0.2223456376005738,0,0,0,26,27,7969,2468,19390,15294,2201.4166666666665,0.7147990678195728,3,4096,0.221006,0.2583001975938891,955.0565122642888,0.5723843792698439,53.0,0
531,20,25531,445,2,1,0,41395,24,2,1,3,482,0.2269121719689677,5,2,0.1377326386432192,0,2,0,16,23,714,409,328423,4757,2127.583333333333,0.910102300338134,8,323666,0.293895,0.2828043556248463,2278.028986006284,1.297260108576844,49.0,0
532,39,58617,625,0,3,19,55682,60,2,3,0,625,0.207993694969731,1,1,0.790788052019775,0,0,0,22,18,1648,1142,42687,8259,4884.75,0.6842634963853803,2,34428,0.248182,0.2403451911176347,1602.973724325371,0.4561080350735189,55.0,0
533,25,26712,564,0,1,2,31838,36,2,2,2,912,0.506308184466489,1,0,0.2794496636997681,0,3,0,26,1,3826,6531,14192,42322,1328.0,0.8389356985217221,3,10910,0.234838,0.241607082764578,1251.7836556625302,1.6293551623964837,59.0,0
534,32,40310,544,1,4,11,23512,36,2,0,1,426,0.4365147025522444,1,3,0.5848946889676256,0,4,0,26,24,859,385,47499,18706,3359.1666666666665,0.931674202991431,9,28793,0.236512,0.2601593788733592,947.5127004932174,0.4088849517717343,63.0,0
535,40,15000,566,0,3,19,35366,36,1,0,2,582,0.3702694120469166,3,1,0.097085063581589,0,0,0,17,13,19935,346,96623,78278,1250.0,0.9198752022376968,7,18345,0.237366,0.2211122204112401,1352.679324254743,1.5477434594037944,52.0,0
536,29,62164,567,0,2,7,28744,60,1,2,2,566,0.5440065175693268,3,1,0.1873912222937104,0,0,0,20,9,3809,318,54972,5271,5180.333333333333,0.8692975877547342,10,49701,0.2502439999999999,0.2007610259834806,762.7578595754068,0.2565004554871771,41.6,1
537,35,101205,506,0,3,14,24077,60,2,3,3,499,0.1682294980919263,2,0,0.0815084664492361,0,0,0,33,25,4761,1186,145502,13889,8433.75,0.8277980563052677,1,131613,0.2760769999999999,0.2483460527108864,704.3590937992824,0.1426837520437862,35.2,1
538,52,41332,565,0,3,25,28642,24,1,1,3,248,0.3166488116269462,4,1,0.2171530600560077,0,4,0,31,8,14924,3507,18431,156844,3444.333333333333,0.7969864898682332,5,8752,0.2211419999999999,0.2114967446808348,1473.8943317784222,0.49992093248188,54.0,0
539,33,28122,483,0,4,12,10204,36,1,2,3,510,0.7002971758897303,5,1,0.3225892108280294,0,4,0,30,13,2452,272,72120,139053,2343.5,0.7736022515183425,1,10791,0.253704,0.2607619652038013,411.53978241451466,0.3932322519370662,58.0,0
540,50,42964,514,0,1,27,14014,60,1,2,3,561,0.0546938988338532,4,1,0.1436051156824168,0,2,0,33,6,5928,696,79895,6291,3580.333333333333,0.9126483381448312,6,73604,0.262014,0.2950105317951568,449.1150318214637,0.28212876784884,50.0,0
541,26,49548,504,0,3,3,34399,36,2,2,0,425,0.2736062537822916,2,1,0.3144139189956796,0,1,0,20,15,2019,681,21562,62877,4129.0,0.7852720793471833,5,4708,0.2673989999999999,0.2802167913131412,1423.268971981464,0.4476311387700324,55.0,0
542,46,51051,584,0,4,23,11511,36,1,4,1,235,0.3534867035880573,1,0,0.0911286182124249,0,2,0,21,3,766,2025,116746,100689,4254.25,0.7465397841896246,5,16057,0.204511,0.2103441702533623,433.8811377212528,0.1572265705403426,53.0,0
543,57,75017,542,0,1,34,20510,48,2,1,3,1445,0.3839329298483633,2,1,0.3131593334811199,0,3,0,21,13,4279,1387,106143,6086,6251.416666666667,0.6743975323836804,4,100057,0.24451,0.2327622284996038,660.4835211392527,0.3368010218173352,50.0,0
544,18,26317,501,0,3,0,38059,120,1,2,3,223,0.0929466051433077,1,3,0.2709752182766849,0,2,1,36,26,983,145,21478,75429,2193.083333333333,0.8054779418840962,7,6179,0.342559,0.3685206947985764,1200.6383061723714,0.6491492067510908,59.0,0
545,30,28620,504,0,4,7,21662,60,2,4,0,389,0.389013490546036,3,0,0.2777524632463959,0,1,0,27,17,5290,2957,419060,29474,2385.0,0.8180897668761927,6,389586,0.2746619999999999,0.284158483081393,679.9089843576113,0.4481798676551828,48.0,0
546,46,83580,541,0,0,23,8798,36,2,0,3,414,0.1434578832902939,1,1,0.359465353267362,1,1,0,22,3,7601,1221,10329,10734,3664.5,0.7651684154862021,4,2198,0.223298,0.2150280111356775,333.74084560603893,0.2040498964677415,67.0,0
547,37,39872,557,0,3,14,42185,12,1,4,3,269,0.1008794684816964,3,0,0.1833444386213602,0,0,0,29,14,2017,766,17039,54378,3322.6666666666665,0.7679094221221624,4,9672,0.228685,0.2373973069472179,3983.685071182365,1.2799012052113858,50.0,0
548,44,100980,643,0,4,22,36042,36,2,1,0,370,0.3072519069591336,3,0,0.1554017211978428,0,2,0,21,23,4140,289,67560,42694,8415.0,0.7888156997529607,8,24866,0.199542,0.1826612470732836,1307.8213389463583,0.1993845916751465,36.8,1
549,32,33300,592,0,1,11,37515,48,1,0,0,387,0.1477068575742701,6,3,0.2765858775781115,0,2,1,24,10,43404,270,281277,6164,2775.0,0.6950520791724173,7,275113,0.236515,0.2441301686995767,1231.6394248953109,0.5832934864487607,52.0,0
550,41,65680,564,2,1,19,60369,72,2,0,3,486,0.1030780354768482,3,2,0.1350503783101377,0,0,0,19,2,2261,1730,161242,124058,5473.333333333333,0.8395860298659625,6,37184,0.293369,0.2346952,1569.9402935055796,0.3756285554516893,56.0,0
551,38,48832,635,0,4,15,43903,60,2,3,3,580,0.0230172174547242,3,1,0.3782274677956486,0,1,0,22,21,2097,7708,46623,6710,4069.3333333333335,0.8799317495139735,8,39913,0.231403,0.2498458387372414,1288.2143884266222,0.4590959342463849,51.0,0
552,54,274161,595,0,4,31,28413,60,2,2,0,206,0.5079135660924881,3,1,0.5100979931095507,0,4,0,20,24,4054,7205,89696,4332,22846.75,0.8911093576883087,3,85364,0.2359129999999999,0.2023812444574068,756.5402747224744,0.0421302931367688,44.0,1
553,43,29315,548,2,3,20,36063,60,2,4,0,351,0.2104052281381726,2,2,0.1866695208145399,0,0,0,27,2,869,2760,32147,32069,2442.9166666666665,0.7459929535431032,5,4566,0.267063,0.2136504,983.045227122,0.5460870791562,59.0,0
554,44,44780,585,2,4,22,35756,60,2,1,3,684,0.5265979169466558,2,1,0.2574751619931346,0,4,0,28,21,827,1400,151595,27402,3731.6666666666665,0.6999845527134483,6,124193,0.248256,0.2702994672927706,1092.4612500725334,0.4760503573218044,53.0,0
555,35,24199,521,0,0,13,4920,24,1,0,3,337,0.2540985964994201,4,1,0.4161818149381918,0,3,0,22,29,18203,624,157363,57104,2016.5833333333333,0.7470257017135561,4,100259,0.21942,0.2267738768490948,256.8893143156394,0.2945027386167889,54.0,0
556,34,112033,596,0,0,13,34995,60,2,2,1,308,0.1539586722150571,2,1,0.6410586349829295,0,4,0,25,18,8724,1988,153981,9619,9336.083333333334,0.8739064492503195,7,144362,0.241995,0.2806091049656063,1090.8843432075878,0.1498363171430833,52.0,0
557,34,115637,588,0,2,11,11315,60,2,1,2,259,0.5256369304114182,3,2,0.5742987527866653,0,1,0,19,7,1755,2354,753438,47599,9636.416666666666,0.900901317219706,2,705839,0.2223149999999999,0.2006548392322736,300.1907195628626,0.0580289062735487,40.8,1
558,44,43752,595,0,1,22,13313,48,0,0,2,457,0.2649069511916795,4,1,0.420697299965582,0,3,0,29,6,26174,473,82798,152395,3646.0,0.8655295611102705,5,3140,0.210813,0.2434795210053714,436.5930964952519,0.2450886167019341,59.0,0
559,34,84516,574,1,0,11,41178,72,2,0,0,769,0.1333826647180318,6,0,0.077850451673246,0,2,0,29,2,1427,915,29011,17053,7043.0,0.9356506819475708,8,11958,0.269178,0.2549372547298995,1121.7269405746856,0.2684547693560536,55.0,0
560,43,63079,611,0,1,18,23063,84,1,0,1,449,0.4409464990939415,6,2,0.19830895607746,0,0,0,19,26,1045,432,41600,21142,5256.583333333333,0.9047725421333296,1,20458,0.242563,0.261166334328378,600.3282618083412,0.1996217305553368,48.0,0
561,64,86330,636,0,1,43,13066,60,1,1,0,254,0.1337206769438663,5,0,0.2194866828772236,0,1,0,27,19,812,242,34926,17411,7194.166666666667,0.7012364000943734,6,17515,0.200066,0.1655272177537975,321.58967982109783,0.0800078322466486,37.6,1
562,50,27549,571,0,3,26,26843,36,1,1,3,466,0.1256596862742818,4,1,0.4285731951307846,0,4,0,22,1,1559,2765,33224,19487,2295.75,0.6313418027419392,5,13737,0.226343,0.2391252903228411,1051.8950351518824,0.6611761015580453,61.0,0
563,36,65087,583,0,4,13,16824,72,2,0,0,695,0.3600194938494835,4,1,0.5490615745140796,0,3,0,35,9,2463,702,122406,16042,5423.916666666667,0.6672509909927687,7,106364,0.240324,0.2334685706130261,436.2758763533536,0.2085717657326385,44.0,1
564,54,171153,548,0,4,27,19780,84,1,2,0,447,0.2288282958792177,2,1,0.1850959424223552,0,3,0,20,3,4124,747,72517,24131,14262.75,0.695876492414773,5,48386,0.27078,0.2733410158676325,530.5552660768587,0.0685390451404433,40.8,1
565,35,125795,540,0,1,13,14743,84,2,4,3,714,0.0991859636565714,2,1,0.0885696447574809,0,3,1,24,25,1365,3438,16813,94261,10482.916666666666,0.9225072637958084,8,5729,0.269743,0.2756210896474135,397.6542430623069,0.1060443651714908,42.400000000000006,1
566,18,64715,553,0,1,0,26826,96,1,4,2,586,0.1343036847321709,4,3,0.2158538729563135,0,3,0,22,20,6103,822,100551,29674,5392.916666666667,0.6197184281334045,7,70877,0.2853259999999999,0.3379763541544418,811.9782642527937,0.2592248964078424,49.0,0
567,27,68021,547,0,3,4,25477,84,1,1,2,311,0.2206850944682852,3,0,0.1976435076905192,0,0,0,25,23,3943,4788,14858,15215,5668.416666666667,0.7998389565878896,7,10054,0.276977,0.2351747009879567,620.9146087940567,0.1644047471446859,50.0,0
